微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IA06n4Fc6,1401664113,徐迪_行在路上,weibo.cn/1401664113/IA06n4Fc6,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",转发微博  ,云登_十尼贝格,无,2020-03-24 00:46,2020/03/24 00:47:16,地铁,HUAWEI Mate 20 Pro,0,0,0
IA06EvKrJ,6638245251,鞍馬山岩倉三宅,weibo.cn/6638245251/IA06EvKrJ,True,每次看到有人说“东京地铁只有十三条线而已”，我都不知道是他可怜还是我们日本可怜。  ,/,/,无,2020-03-24 00:46,2020/03/24 00:47:54,地铁,iPhone客户端,0,0,0
IA06Bga2i,2998184835,棘艾纹,weibo.cn/2998184835/IA06Bga2i,True,最近没有很好过，但总归是一个小时一个小时撑下来了。可怕的就是未来还有那么多小时呀。时间就停在去年夏天那一晚就好了，如果我心满意足的转身，还没走到地铁口就被飞驰而来的车撞个稀巴烂就好了。  原图 ,/,/,无,2020-03-24 00:46,2020/03/24 00:47:54,地铁,iPhone客户端,0,0,0
IA077efJI,2710690757,想养加菲猫的央Laver,weibo.cn/2710690757/IA077efJI,False,复读一次。停止原谅，我们应该知道源头在哪里。  原图 ,每个女生都被逼有“被害妄想症”。走夜路要提心吊胆，人少僻静的小路要提心吊胆，一个人打车要提心吊胆，连坐地铁都要预防咸猪手...做漂漂亮亮的女孩子不好吗?做安全时刻没有保障的女孩子有什么好啊  ,知书少年果麦麦,无,2020-03-24 00:48,2020/03/24 00:49:09,地铁,BoomBoomAndroid,0,0,0
IA07ufGPg,5362732744,搞哭了,weibo.cn/5362732744/IA07ufGPg,True,#武汉地铁已做好恢复运营准备#武汉加油！明年春暖烂漫时再赴约樱花  原图 ,/,/,无,2020-03-24 00:48,2020/03/24 00:49:49,地铁,微博 weibo.com,0,0,0
IA07qqmiw,2606684890,不正宗甜心,weibo.cn/2606684890/IA07qqmiw,True,男生住酒店的时候会担心有针孔吗 会四处检查好几遍才敢上公共厕所吗 坐公交和地铁的时候会突然被摸手吗 出去玩的时候会担心被下药吗 走夜路会害怕吗 会被异性开玩笑说要拖你去巷子里qj吗  ,/,/,无,2020-03-24 00:48,2020/03/24 00:49:49,地铁,iPhone客户端,0,0,0
IA07Dn45H,6409775919,_romancewreckage,weibo.cn/6409775919/IA07Dn45H,True,在我爸偷泡我的热奶茶喝时我吃了一支海盐荔枝冰棒 他看我就像地铁老头看手机  ,/,/,无,2020-03-24 00:49,2020/03/24 00:50:20,地铁,🐰💜iPhone,0,0,0
IA089BJ3p,5475979780,小毛驴不服,weibo.cn/5475979780/IA089BJ3p,True,#南昌租房[超话]#应该可以搬家了…求一号地铁口房子！！靠近绿茵路地铁口，通勤二十分钟以内，不合租，租金1500一下，有太阳，能做饭。有没有可爱的房东小姐姐小哥哥们联系一下下！！急求！！！  ,/,/,无,2020-03-24 00:50,2020/03/24 00:51:25,地铁,南昌租房超话,0,0,0
IA08scQKn,3212784627,坚强独立自信的飞,weibo.cn/3212784627/IA08scQKn,True,今天是2020.3.24如果恋情正常进行就是我们两周年的日子，是的，今天失眠了，，我失恋了，牙刷头没有人给我换了，羽毛球蓝色的球拍找不到主人了，洗完头发，给我吹头发的人找不到了，休息出去吃饭，吃面的人也不见了！到立水桥都要说的那句，到立水桥了，没有可以说的人了，出地铁站要拨打的语音通话，没有联系人了，，嗯，已经快2个月了，想过要直接去青岛，出现在他的面前，想好好聊聊，但是想想，似乎没有那个必要了，加上疫情期间，好多趟去青岛的高铁都停运了，想过请假去找他，又担心，丧失自己最后的尊严，想想还是各自安好吧！嗯，我会好好度过接下来每一天，生活会对我越来越好的，我想努力变得更好！你一定要好好的，心里永远会有一个位置是留给你的，无论过去多久，嗯，就这样吧 http://t.cn/ELT0hke 显示地图 ,/,/,http://t.cn/ELT0hke,2020-03-24 00:50,2020/03/24 00:51:59,地铁,iPhone客户端,0,0,0
IA08z0lVl,3543668290,熹日的你,weibo.cn/3543668290/IA08z0lVl,False,深圳地铁一男子左右开弓猥亵两旁女性整个过程被乘客记录下来…  #V影响力峰会##红人的诞生#  笑话一姐的微博视频  ,转发微博  ,笑话一姐,无,2020-03-24 00:51,2020/03/24 00:52:36,地铁,HUAWEI P30 Pro,0,0,0
IA08NcE0d,6793376170,_守一,weibo.cn/6793376170/IA08NcE0d,False,打幼儿园起就知道不能和陌生人讲话，上小学学会走路要远离面包车，后来避免和陌生男性单独乘坐电梯，哪怕是骑车走夜路也要把车子蹬得飞快，乘车注意咸猪手，出门要警惕针孔摄像头，警惕男友可能会偷拍和跟踪，警惕男性亲友过分亲密的动作，回家要确认周围没人才能开门，从开门到关门不超过三秒……每天过得这么谨慎小心，不累吗。说累看着也确实累，说不累好像也不累，毕竟这些东西已经成为刻在基因里的本能反应。如同兔子坐在灰狼的对面，即便知道这头灰狼如此温顺，但只要看到灰狼讲话时露出的獠牙，兔子的腿还是会出于本能地蹬一下，随时做好逃跑的准备。就算已经如此小心，还是会在光天化日的大街上被陌生男子从后背抱住一顿乱亲，没有接受过专业训练的大脑一片空白，仿佛一个溺水的人，只能挣扎着等别人来救自己，至于其他的性骚扰数不胜数，不值一提。回头想想，完全意识不到是从何时开始，把所有男性当做潜在的qj犯。似乎生来就是如此。 ,不管地铁公交还是高铁，旁边坐着的是个男的都足以让我一路神经紧张，没有人，想活得像个神经病一样  ,_守一,无,2020-03-24 00:52,2020/03/24 00:53:16,地铁,微博国际版,0,0,0
IA08L8jCT,1773371144,rainrainLLLL,weibo.cn/1773371144/IA08L8jCT,False,“我又没有杀人。”“你杀人了。偷拍、性暴力都属于人格杀人。”  原图 ,细思极恐我要安排上//@不吃菜XBS:这是韩剧抓住幽灵。前两集就是女主和地铁里其他女性被偷拍放到会员制论坛里，跟N号房性质非常类似。  ,不吃菜XBS,无,2020-03-24 00:52,2020/03/24 00:53:16,地铁,Android,0,0,0
IA090tPLs,1623404035,泡泡Pisces,weibo.cn/1623404035/IA090tPLs,True,近日，美国纽约，一名乘坐地铁的华裔女子被人骚扰：“你是中国人，你为什么把新冠病毒带到美国？”女子回答：“我只是想像您一样回家……请让我一个人呆着……”之后他还是不停跟着她进行语言骚扰，直到有一名乘客出来制止了那人，并告诉他不要再继续了（就是视频开头那里）  http://t.cn/A6zn8MmM #美国确诊新冠肺炎超3.5万例# ,/,/,无,2020-03-24 00:52,2020/03/24 00:53:52,地铁,无,0,0,0
IA09pkYvG,7030639846,水城视线,weibo.cn/7030639846/IA09pkYvG,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-24 00:53,2020/03/24 00:54:26,地铁,OPPO随光而变R17,0,0,0
IA09lcnmV,6273931715,_Callie,weibo.cn/6273931715/IA09lcnmV,True,8分钟一趟的地铁🚇 _Callie的微博视频  ,/,/,无,2020-03-24 00:53,2020/03/24 00:54:26,地铁,iPhone客户端,0,0,0
IA09ieK5x,3543668290,熹日的你,weibo.cn/3543668290/IA09ieK5x,False,深圳地铁一男子左右开弓猥亵两旁女性整个过程被乘客记录下来…  #V影响力峰会##红人的诞生#  笑话一姐的微博视频  ,转发微博  ,笑话一姐,无,2020-03-24 00:53,2020/03/24 00:54:26,地铁,HUAWEI P30 Pro,0,0,0
IA09ys0Ks,6501527965,好运相伴012,weibo.cn/6501527965/IA09ys0Ks,False,"带口罩的三名中国人被白人种族主义者轰出地铁的时候, 同一车厢的人做出了什么反应 ？ 默认&制止 ？ 我翻译了这个结果让人非常意外的社会调查 👇🏼  云登_十尼贝格的微博视频 比利时·布鲁塞尔  ",//@新启蒙熊伟:值得一看。绝大多数外国人的素质挺高的，有正义感//@言说之:最后那个穆斯林女孩、那位默默用身体隔开中国人和看上去有恶意的当地人的年轻人，真的是太让自己感动和受教育了！  ,云登_十尼贝格,无,2020-03-24 00:54,2020/03/24 00:55:06,地铁,HUAWEI P30,0,0,0
IA09VdyX4,2233476133,琪琪怪怪怪怪怪,weibo.cn/2233476133/IA09VdyX4,True,本人即将在侨城东附近派驻工作半年，有1500-2000预算的房子么？需小区房，通勤时间最好控制在半小时内，希望能走路就别公交，能公交就别地铁...可合租，无不良嗜好，没养宠物。重点是要安全。救救孩子，让孩子租得起房吧#租房##深圳租房##深圳租房团[超话]##深圳租房团##深圳租房小天使[超话]##深圳南山租房##深圳福田租房#   http://t.cn/RD4C3n3 显示地图 ,/,/,无,2020-03-24 00:54,2020/03/24 00:55:38,地铁,iPhone客户端,0,0,0
IA09S1Q6o,6061472182,云舞轻衣,weibo.cn/6061472182/IA09S1Q6o,True,#杨洋急先锋##杨洋喝纯享酸奶# 3月24日打榜互咩@纯享 百大灯箱震撼发布，和代言人@杨洋 一起为中国加油！！！打卡地点：杭州地铁2&4&5号线 杨洋全国后援会官博的微博视频  ,/,/,无,2020-03-24 00:54,2020/03/24 00:55:38,地铁,杨洋超话,0,0,0
IA0a73OhQ,5514920258,乔不思乔不语,weibo.cn/5514920258/IA0a73OhQ,False,*朗布兰奇*寒冷的冬夜里，Lynn在多伦多的一家夜店外面和一位陌生的男子亲热，她想找个陌生人度过今晚，然而在答应去男子家中后，她才发现他家远在三小时车程外的朗布兰奇，地铁上...这原本令人兴奋的气氛开始变得尴尬起来...《朗布兰奇》由出色的摄影、梦幻般独立摇滚配乐以及演员们精湛的演技组成，恰当好处地描写了当代年轻人如何处理自身并不理想的生活，并在最不期望的时刻坠入爱河，开启一段微妙而又崭新的关系。即使在短视频时代，也不要因为时长而让自己错过好作品❤️#海外综艺安利# http://t.cn/A6zklgN7 ,哈哈哈that’s the story of life//@Tiger公子:我的天哪三个小时地铁➕公交车➕巴士➕自行车才能到的地方，男主如果一开始就说了，绝对灭嗨啊哈哈哈哈  ,internet-garcon-pdf,无,2020-03-24 00:55,2020/03/24 00:56:16,地铁,iPhone,0,0,0
IA0a21RVE,3795942357,我腹肌好疼,weibo.cn/3795942357/IA0a21RVE,True,女子为等人 阻止地铁关门，被乘客一脚踹飞  原图 ,/,/,无,2020-03-24 00:55,2020/03/24 00:56:16,地铁,微博 weibo.com,0,1,1
IA0asjASM,7095633747,小小狐仙儿_,weibo.cn/7095633747/IA0asjASM,True,"#厦门租房[超话]##厦门租房[超话]# 小区情况：吕厝 福隆国际，大概80平方的两室一厅一厨一卫。整个房子的装修偏欧式豪华，我当时租下来主要是因为家里非常干净、家具都很新，房东是装修了准备给孩子住的，所以硬件设施也非常好。交通：出小区30米就是""吕厝""地铁口，可直接乘坐1号线2号线。出小区50米就是“吕厝站”和“吕厝北”公交站。处于岛内正中央，去哪里都非常方便。生活：距离sm大概1.5公里，楼下就是中闽百汇超市，附近各种火锅烧烤夜宵，算是江头这边的夜宵中心了。我经常下楼坐个地铁直奔万象城或者sm了，太方便了。我住主卧，室友因为工作原因搬走了，现在次卧招租。月2000元，押一付三，有和房东签的合同，可以看。 http://t.cn/z8UhtTI 显示地图 [组图共10张] 原图 ",/,/,http://t.cn/z8UhtTI,2020-03-24 00:55,2020/03/24 00:56:56,地铁,厦门租房超话,0,0,0
IA0arreI2,1993861061,0tocic_Galesnjakk,weibo.cn/1993861061/IA0arreI2,True,爱你的每个瞬间都像飞驰而过的地铁🚇  ,/,/,无,2020-03-24 00:55,2020/03/24 00:56:56,地铁,˙Ⱉ˙ฅのiPhone客户端,0,0,0
IA0aiBCRX,6139463047,HFX_老何,weibo.cn/6139463047/IA0aiBCRX,True,#深圳民治租房[超话]##深圳租房[超话]#长岭陂地铁站0距离小区房，一房一厅，两房两厅，三房两厅出租，拎包入住。两房5800元，三房最低最低6700元。房东直租，无中介费[来]  [组图共9张] 原图 ,/,/,无,2020-03-24 00:55,2020/03/24 00:56:56,地铁,深圳民治租房超话,0,0,0
IA0afmpaV,5523215966,小鹅睡了,weibo.cn/5523215966/IA0afmpaV,True,公主日记 回家路上遇到了帅哥 我和lly互相怼了怼胳膊 或许是禁闭两个月的日子让男人变得更加芬芳 在与帅哥擦肩而过的同时我和lly都不经在地铁站笑出了回声 祈求他没听到吧 阿门 男人走的飞快 下一秒我们就忘记了他的存在 出了地铁站我走向便利店 这哥居然也在！我尴尬的假装没有食欲的样子先他一步走出便利店 真怕他以为我是在尾随 回到小区在上楼的拐角处一瞥 原来这哥还是我们小区的 我惊讶的在脑壳发出了声。今天又是奇妙的脑瘫日 over 原图 ,/,/,无,2020-03-24 00:55,2020/03/24 00:56:56,地铁,美女用的iPhone 7,0,0,0
IA0aAzI7U,1917313490,YEE小叶子,weibo.cn/1917313490/IA0aAzI7U,True,深圳地铁现在都是施工到半夜的么？重型机器的声音施工声音一直没断过，方圆五公里的房屋都能感受到轰鸣声。噪音值绝对超过80分贝，这还让不让人睡觉啊？环保部门都不出来管管吗？有没投诉方式啊？  ,/,/,无,2020-03-24 00:56,2020/03/24 00:57:26,地铁,iPhone客户端,0,0,0
IA0avyKJn,3963988278,每日微博搞笑排行榜,weibo.cn/3963988278/IA0avyKJn,True,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,/,/,无,2020-03-24 00:56,2020/03/24 00:57:26,地铁,HUAWEI Mate 20,0,0,0
IA0aQgda0,5402719922,那一坨灰,weibo.cn/5402719922/IA0aQgda0,True,#青岛租房[超话]#想在地铁二号线沿线附近租房子，本人男，不吸烟，有没有房源[嘻嘻]，可以合租或者整租，不要超过1200，当然越实惠越好  ,/,/,无,2020-03-24 00:57,2020/03/24 00:58:07,地铁,青岛租房超话,0,0,0
IA0aQ1968,2122193023,_9E_,weibo.cn/2122193023/IA0aQ1968,False,南宁机场改扩建工程计划于今年开工建设，按照目标年（2030年）飞行区等级4F，满足A380、波音777-300ER等飞机的起降要求，将新建第二跑道。目前南宁吴圩（发音：无需）国际机场建有一条3200米跑道和一座在用候机楼，年客流量超过1000万人次，是内地省会/首府城市中唯二还使用军民合用机场的地方。图二那张著名照片就来自南宁 [组图共2张] 原图 ,搞这个不如先搞高铁or地铁过机场//@非洲咸鱼提督:2030年。。。//@成伤MK2: 草图二那里面某架飞机小时候我还爬进过驾驶座...  ,航空物语,无,2020-03-24 00:57,2020/03/24 00:58:07,地铁,无,0,0,0
