微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzZc9r9Tu,2033526553,碧瑶家的推书匠,weibo.cn/2033526553/IzZc9r9Tu,True,开学时间定了，但是…还有一堆有准备。消毒水，酒精，口罩，因为宝宝们都年纪小，还给她们准备了防飞沫的面罩。唉，不知道到时候招生困不困难。今年大家都难。唉，加油(ง •̀_•́)ง  ,/,/,无,2020-03-23 22:27,2020/03/23 22:28:29,开学,碧瑶超话,0,0,0
IzZc8APVM,3547549455,方脸小明,weibo.cn/3547549455/IzZc8APVM,False,大家觉得宿舍里面最难理解的方言是哪个地方的？#宿舍里最难理解的方言#  原图 ,宿舍都是河南人，听不懂我这个山西话，觉得是泰语//@Tsing_Summer-·-:我室友山西人，开学第一天另一个室友爸爸问她怎么寝室里还有日本人？//@美色鉴赏小分队:潮汕话和山西话！  ,不私藏的面包匠,无,2020-03-23 22:27,2020/03/23 22:28:29,开学,Android,0,0,0
IzZc8AOVZ,5255065186,今天只喝到两点,weibo.cn/5255065186/IzZc8AOVZ,True,我决定在家种一盆花 要做什么都等开学前花会不会开做打算  ,/,/,无,2020-03-23 22:27,2020/03/23 22:28:29,开学,HUAWEI P10,0,0,0
IzZc8jaeo,5037607607,物理不要考九分,weibo.cn/5037607607/IzZc8jaeo,True,我不想开学最大的原因⬇️ 保定  显示地图 [组图共6张] 原图 ,/,/,无,2020-03-23 22:27,2020/03/23 22:28:29,开学,iPhone客户端,0,0,0
IzZcq0DIJ,2107294712,请叫我顾嘿嘿,weibo.cn/2107294712/IzZcq0DIJ,False,【今天起，#江苏对所有入境人员采取集中医学观察14天措施#】据省外事办，根据境外疫情发展形势，结合江苏省防范境外疫情输入工作实际，江苏省自3月23日起对所有入境人员采取集中医学观察14天措施（条件不允许的可实施居家医学观察）。 #江苏对所有入境人员采取集中医学观察14天# #当前全国本土疫情传播基本阻断# 原图 ,毕竟开学了，江苏十三太保顶住啊！！！  ,江苏新闻,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,iPhone 7 Plus,0,0,0
IzZcnCQAG,6323027612,朱小橘的阿璟,weibo.cn/6323027612/IzZcnCQAG,True,#朱一龙2020爱你不停# #朱一龙数据包打卡# 20200323√基础数据。快要开学啦！朱一龙晚安朱一龙晚安朱一龙晚安！@朱一龙  [组图共5张] 原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,朱一龙超话,0,0,0
IzZcnmguS,5414123497,火齐木难nn,weibo.cn/5414123497/IzZcnmguS,True,#开学时间#满屏的希望开学，难道只有我一个人不想开学吗？  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,告别不快vivo V3Max,0,0,0
IzZcn6ipf,5516731916,Mikrokosmos-X,weibo.cn/5516731916/IzZcn6ipf,True,#开学时间# 女人真的是受不了一点委屈 吃晚饭的时候我就说了一句饭菜不好吃 我妈就让我去参加变形计 我惶恐 我太惨了吧  原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,iPhone客户端,0,0,0
IzZcn2GeH,5957612970,阿周不吃肉,weibo.cn/5957612970/IzZcn2GeH,True,开学吧！求你了！不想直接变社畜  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,Android,0,0,0
IzZcmsPNP,2984695154,中二化学于老师,weibo.cn/2984695154/IzZcmsPNP,True,嘿你别说，我今天刚发现石楠花要开了～当时心想：卧槽估计开学到校时石楠花会怒放欢迎大家……  原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,无,0,0,0
IzZcljp90,5261648978,朋友圈最可爱,weibo.cn/5261648978/IzZcljp90,True,#开学时间# 福...福建啥时候啊  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,屁屁iPhone 8 Plus,0,0,0
IzZclhEFD,6251357694,九月野蛮生长,weibo.cn/6251357694/IzZclhEFD,True,这么早开学是为了喝酒吗街上全是喝醉的学生  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:02,开学,阿蛮Android,0,0,0
IzZcGeVgf,7185248462,甜甜哒星河慕月,weibo.cn/7185248462/IzZcGeVgf,True,我和英语老师的对话……我不想开学这件事有表现地这么明显吗？  原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,守🌙无忧Android,0,0,0
IzZcFokyW,3779158910,是小席老师,weibo.cn/3779158910/IzZcFokyW,True,有点想开学了 菏泽  显示地图 原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,iPhone客户端,0,0,0
IzZcF7rCi,2526302482,小树招不招风,weibo.cn/2526302482/IzZcF7rCi,True,眼看要开学了口罩也快用完了，明天开始每天早上去排队等药妆店开门…今天可能封城的消息出来感觉超市也要搬空，还好已经囤了二十几份拉面  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,iPhone,0,0,0
IzZcF5R9h,2144704177,希宝贝疙瘩,weibo.cn/2144704177/IzZcF5R9h,True,春暖花开🌸疫情蔓延时还在下雪❄️一眨眼就快开学啦🎒  [组图共10张] 原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,iPhone客户端,0,0,0
IzZcEtafm,5966723786,哟上微博啦,weibo.cn/5966723786/IzZcEtafm,True,我老哥买了一双倒勾。昨天吃饭夸了几句，不过也确实是因为好看，再加上可能喝了酒有点上头，所以一高兴他就扬言要送一双给我穿穿。可问题是我什么时候可以开学真开学了能不能有书读真有书读了到时候能不能折现  原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,无,0,0,0
IzZcEcp2E,3244902680,今天张同学娶我了吗,weibo.cn/3244902680/IzZcEcp2E,True,求求快点开学吧我论文搞不起了  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,HUAWEI nova 3,0,0,0
IzZcDj104,6111630872,想要图个成果,weibo.cn/6111630872/IzZcDj104,True,期待开学的第八天！  原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,魅族 16 旗舰手机,0,0,0
IzZcBdzab,5514956889,亚撒西-,weibo.cn/5514956889/IzZcBdzab,True,到点了就算有人问问题我也明天回答了快点开学吧我受不了占用我的私人时间给学生回答问题作业都没时间改了我什么时候才能暴富然后混吃等死  原图 ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,红米Redmi,0,0,0
IzZcAm9Gw,5940999777,Anjerrrrrr,weibo.cn/5940999777/IzZcAm9Gw,False,姐妹们开学时间定了吗？  原图 ,//@半糖甜岛:后来的后来 我躺在摇椅上乘凉  小男孩跑过来告诉我：奶奶  你开学了 我微微的摆摆手：不信谣 不传谣     ,我们都是小说控,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,OPPO Reno2,0,0,0
IzZcAm8vG,6788680663,左愚冷,weibo.cn/6788680663/IzZcAm8vG,True,#cchh开学了吗##开学时间# 我真的躁郁症了再不开学我真的要疯了。能不能回归该有的日子真的烦躁。刷了一个小时开学时间话题，越看越烦。真的。海南快开学吧实在不行，你告诉我这学期不开学也行，不要让人有盼头没希望好嘛。呆的啥也不想吃不想喝现在88了  ,/,/,无,2020-03-23 22:28,2020/03/23 22:29:37,开学,AI实力派 vivo Z1,0,0,0
IzZcUqQhy,2526302482,小树招不招风,weibo.cn/2526302482/IzZcUqQhy,True,眼看要开学口罩也快用完了，明天开始每天早上去排队等药妆店开门…今天可能封城的消息出来感觉超市也要搬空，还好已经囤了二十几份拉面  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,iPhone,0,0,0
IzZcU9au2,2874569162,伸懒腰的大喵了个咪,weibo.cn/2874569162/IzZcU9au2,True,#ob11[超话]# 娘家在这里@STO_doll 开学了吗？我要送笑笑去上学啦！[哈哈]今天这身真是费了大功夫了。  原图 ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,ob11超话,0,0,0
IzZcSDYIn,5510684969,吧啦吧啦hhh,weibo.cn/5510684969/IzZcSDYIn,True,刷微博刷到可能4月初开学已定，我窒息  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,OPPO智能手机,0,0,0
IzZcSnrpt,2802916031,进阶不停歇的sunnyJunjun,weibo.cn/2802916031/IzZcSnrpt,True,好多同学都想开学了，我也认为是该开学了，毕竟我还想顺利地答辩，开心地去毕业旅行。       然鹅我已经很久没在家待过这么长时间了，在家挺舒坦的，还不用想那么多乱七八糟的事，所以我一想到开学还是有一种小时候不想去幼儿园的那种令人崩溃的郁闷与伤心！       我的天，真是矛盾  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,荣耀8 美得与众不同,0,0,0
IzZcRvnk4,5880943198,LOFiONLINE,weibo.cn/5880943198/IzZcRvnk4,True,⛓「开学再不买衣服就不行了！」⛓#LOFI[超话]# #LOFiMemes#  原图 ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,微博 weibo.com,0,0,0
IzZcRtWkm,2027480085,水母网,weibo.cn/2027480085/IzZcRtWkm,True,【致敬！#武汉街头的守夜人#】他们是安保，志愿者，快递员，他们是“武汉守夜人”。“爸妈，我非常非常想念你们”“刘洋，马上要开学了，你要用心读书”......坚守战疫前线数月的他们，有很多话想对家人说↓↓致敬#战疫中的平凡人#！ 人民网的微博视频  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,微博 weibo.com,0,0,0
IzZcQ18ps,5251621153,Leson-Loh,weibo.cn/5251621153/IzZcQ18ps,True,再不开学我电脑屏幕就真的炸了🙃截图表格截图表格截图……新冠给我死！  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,华为手机,0,0,0
IzZcQ2e1y,5217317207,小俊的糖葫芦,weibo.cn/5217317207/IzZcQ2e1y,True,我4.7号开学以后晚上应该会在线，周末在线会长些，反黑数据啥肯定不会落，但是肯定不会经常互动啦，介意的可以双o，妈妈打  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,螃蟹的Android,0,0,0
IzZcQ2Dg2,2633561193,夜冷带你去私奔,weibo.cn/2633561193/IzZcQ2Dg2,True,#江苏对所有入境人员集中医学观察14天#30号要开学了，不集中隔离的话作为家长实在无法安心。  ,/,/,无,2020-03-23 22:29,2020/03/23 22:30:13,开学,无,0,0,0
IzZdjAHWs,5727222509,晓微可什么爱呀,weibo.cn/5727222509/IzZdjAHWs,True,“陌上花开，可缓缓归矣”🌸 #开学时间#  [组图共2张] 原图 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,Redmi Note 7 Pro,0,0,0
IzZdiDwEc,5949605565,点灯百姓,weibo.cn/5949605565/IzZdiDwEc,True,以这种频率感受烦躁我已经开始有了抑郁的前兆明天我要去补身份证我要跟我爸爸单独相处至少两个小时我从现在就开始焦躁我焦躁的要死了我真的很想拜托他别对我说一些奇怪的话明天说一次的话我一个月的自救都会功亏一篑所以什么时候开学啊我非常急切热烈的想逃避这些该死的事情我哪有什么什么该死的幸福家庭只讲幸福的事情当然听起来和睦美满相当烦躁烦躁到心跳加速拜托给我留一条狗命 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,微博国际版,0,0,0
IzZdhtV9k,5899822375,借我一只造梦的蜂鸟,weibo.cn/5899822375/IzZdhtV9k,False,【多省市开学时间已定！你的作业写完了吗？】时间慢慢逼近3月底，全国各地不少家长和学生都在期盼开学。3月23日，#云南开学#。此外，青海、贵州、山西、陕西、海南、内蒙古、广西、西藏、新疆、宁夏、江苏、辽宁等10多个省市区也已确定#开学时间#。眼看着快开学了，你的作业写完了吗？ http://t.cn/A6zD8dcU ,米兔//@盆盆今天吃火锅了吗:我太想开学了，十二月份就放假了，已经扎扎实实放了三个多月假了//@阳阳欧尼W:黑龙江啥时候开学  ,中国之声,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,HUAWEI nova 2,0,0,0
IzZdherkQ,6369038552,多肉葡萄要脆波波酸奶少少糖,weibo.cn/6369038552/IzZdherkQ,True,也许…5.3之后开学？（不对 我还没准备好考试啊…  原图 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,会努力的张艺兴的兴迷,0,0,0
IzZdgBA6X,5768167285,总是想吃鲜芋仙,weibo.cn/5768167285/IzZdgBA6X,True,学个case结果网卡出💩 再不开学我就会被这xx网逼疯的  [组图共2张] 原图 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,iPhone客户端,0,0,0
IzZdg2b5j,3518226301,越努力越幸运一定会成功,weibo.cn/3518226301/IzZdg2b5j,True,/眼线笔曾经是我觉得自己绝对不会用到的东西但是最近总觉得要去买眼线笔是一件大事（拖了不知道几个星期也还没行动）/今天收到了紫色的开衫和吊带！真的只等紫色的分趾鞋寄到我就可以召唤神龙了完美/还有赶紧开学吧因为真的太颓废了 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,iPhone客户端,0,0,0
IzZdf8IUw,6356054487,LlyAqlan,weibo.cn/6356054487/IzZdf8IUw,True,今天瘦了吗再不开学，就控制不住了  [组图共5张] 原图 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,Android,0,0,0
IzZdegLsT,5951830298,种一个土豆,weibo.cn/5951830298/IzZdegLsT,True,今天没开学  ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,华为手机 畅享玩不停,0,0,0
IzZddFOTM,3883774038,小姑娘冰吉林,weibo.cn/3883774038/IzZddFOTM,False,摘下口罩后你最想做什么？再坚持一下下，快乐它一定会回来的 拜托啦学妹的微博视频  ,再不开学我就真的毕业了  ,拜托啦学妹,无,2020-03-23 22:30,2020/03/23 22:31:14,开学,魅族 16 旗舰手机,0,0,0
IzZdxa4Xp,5966794774,言语懵懵,weibo.cn/5966794774/IzZdxa4Xp,True,#湖北荆州火车站即将恢复使用#是不是可以买票了，是不是要开学了  ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:44,开学,OPPO智能手机,0,0,0
IzZdvEo2F,5097591406,废柴man,weibo.cn/5097591406/IzZdvEo2F,True,不想开学我没有想见的人啊  ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:44,开学,nova5i 2400万AI四摄,0,0,0
IzZdvEnAH,2152018147,_朝霞和熱帶魚,weibo.cn/2152018147/IzZdvEnAH,True,我爸：我高中的时候也弹过吉他我：那你怎么后来不弹了我爸：后来开学了  ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:44,开学,无,0,0,0
IzZdv7hHZ,3518226301,越努力越幸运一定会成功,weibo.cn/3518226301/IzZdv7hHZ,True,/眼线笔曾经是我觉得自己绝对不会用到的东西但是最近总觉得要去买眼线笔是一件大事（拖了不知道几个星期也还没行动）/今天收到了紫色的开衫和吊带！💜真的只等紫色的分趾鞋寄到我就可以召唤神龙了完美/还有赶紧开学吧因为真的太颓废了 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:44,开学,iPhone客户端,0,0,0
IzZdv51JS,5762419226,唐甜的甜,weibo.cn/5762419226/IzZdv51JS,True,挺想回学校的在家的网课根本没有效率选修课的网课都来了😶估计开学都5月了哇呜呜呜呜这样下去期末考试怎么办 遵义·道真仡佬族苗族自治县  显示地图 原图 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:45,开学,HUAWEI Mate 20,0,0,0
IzZdv4WHC,5524003475,朴炸烈的狗屎瑞,weibo.cn/5524003475/IzZdv4WHC,True,我还能上学嘛#我太想开学了# 新乡  显示地图 [组图共6张] 原图 ,/,/,#我太想开学了#,2020-03-23 22:30,2020/03/23 22:31:45,开学,iPhone客户端,0,0,0
IzZduvBOM,3949619940,橘哥的甜心哈尼,weibo.cn/3949619940/IzZduvBOM,True,#奇奇怪怪的日常##想去学校但不想开学#  原图 ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:45,开学,小米6 拍人更美,0,0,0
IzZdtzNKR,6582024421,三七八九x,weibo.cn/6582024421/IzZdtzNKR,True,为什么还不开学！！！我衣服都在学校！！！本来想着不用买的结果呢气死我了还有什么辣鸡学校上学期四个月这个学期只剩下不够两个月学费居然一模一样你怎么不去印钱呢？！！  ,/,/,无,2020-03-23 22:30,2020/03/23 22:31:45,开学,vivo智能手机客户端,0,0,0
IzZdtjKzt,5069122990,蘓囌,weibo.cn/5069122990/IzZdtjKzt,False,#留学生外出逛街未戴口罩抵京后确诊##留学生外出逛街未戴口罩抵京后确诊# 主流媒体搞这种热搜话题是何居心？是想网暴当事人以阻止海外留学生回国吗？！媒体太缺德了吧？！在美国有华人因为戴口罩被白人捅了11刀致死，多个华人因为戴口罩被殴打，所以在美华人普遍不敢戴口罩！！  ,不好意思，我还真不在国外。而且这种带节奏的热搜话题，叫什么如实报道。你这种没脑子的还上什么学？你这种垃圾有必要转出来给大家看看//@奶猫_11615 :搞笑这都能怪中国媒体了 你们自己在美国带口罩被人歧视像孙子不敢反抗 媒体只是对入境案例如实通报 我们什么时候才能开工学生才能开学 经济才能复苏  ,蘓囌,无,2020-03-23 22:30,2020/03/23 22:31:45,开学,微博国际版,0,0,0
IzZdNFzkM,6589972264,巧克力奶盖很甜,weibo.cn/6589972264/IzZdNFzkM,True,#江苏对所有入境人员集中医学观察14天#挺好，希望越来越好，就快要开学啦[冰雪奇缘雪宝]  ,/,/,无,2020-03-23 22:31,2020/03/23 22:32:24,开学,OPPO R15 梦镜版,0,0,0
IzZdNpFqY,5955701482,Murraya-paniculata,weibo.cn/5955701482/IzZdNpFqY,True,第503天｜晚安@高台树色儿 什么时候才能开学呢  原图 ,/,/,无,2020-03-23 22:31,2020/03/23 22:32:24,开学,无,0,0,0
IzZdN7Xbm,3336646562,伊犁身边事,weibo.cn/3336646562/IzZdN7Xbm,True,#伊犁身边事[超话]# 自2020年3月23日起，伊宁市中小学学生上下学高峰时段，实行道路交通管制。#开学时间#  原图 ,/,/,无,2020-03-23 22:31,2020/03/23 22:32:24,开学,伊犁身边事超话,0,0,0
